t,CPU,RxKBTot,TxKBTot,WriteKBTot,Watts,Amps,RMS,diff_encoder_l,flag
146.56,1,1,1,1.32,93.20352822,0.59,0.103706204,19.41666563,0
146.58,1,1,1,1.26,93.2015121,0.59,0.08113682,19.74999928,0
146.6,1,1,1,1.2,93.19950347,0.589990069,0.201226785,22.99998569,0
146.62,1,1,1,1.14,93.19751738,0.589950348,0.16908198,34.99999714,0
146.64,1,1,1,1.08,93.19553128,0.589910626,0.361320166,28.49999094,0
146.66,1,1,1,1.02,93.19354518,0.589870904,0.100171489,19.16666778,0
146.68,1,1,1,0.96,93.19155908,0.589831182,0.065813813,19.83333508,0
146.7,1,1,1,0.9,93.18957299,0.58979146,0.170216209,17.09677598,0
146.72,1,1,1,0.84,93.18758689,0.589751738,0.144176506,14.66665395,0
146.74,1,1,1,0.78,93.18560079,0.589712016,0.117259328,17.99999046,0
146.76,1,1,1,0.72,93.18361469,0.589672294,0.14309164,19.4666654,0
146.78,1,1,1,0.66,93.1816286,0.589632572,0.280751633,19.8666673,0
146.8,1,1,1,0.6,93.1796425,0.58959285,0.127924207,19.2,0
146.82,1,1,1,0.54,93.1776564,0.589553128,0.19570896,19,0
146.84,1,1,1,0.48,93.17567031,0.589513406,0.232957146,19,0
146.86,1,1,1,0.42,93.17368421,0.589473684,0.155551701,19,0
146.88,1,1,1,0.36,93.17169811,0.589433962,0.159419358,17.13332316,0
146.9,1,1,1,0.3,93.16971201,0.58939424,0.127409834,15.53334181,0
146.92,1,1,1,0.24,93.16772592,0.589354518,0.165013376,18.19998983,0
146.94,1,1,1,0.18,93.16573982,0.589314796,0.100435298,19,0
146.96,1,1,1,0.12,93.16375372,0.589275074,0.063243835,19,0
146.98,1,1,1,0.06,93.16176762,0.589235352,0.055456239,19,0
147,1,1,1,0,93.15978153,0.589195631,0.234951196,19,0
147.02,1,1,1,0,93.15779543,0.589155909,0.35659844,19,0
147.04,1,1,1,0,93.15580933,0.589116187,0.157493789,19,0
147.06,1,1,1,0,93.15382323,0.589076465,0.097456827,16.83331982,0
147.08,1,1,1,0,93.15183714,0.589036743,0.208972645,14.50001272,0
147.1,1,1,1,0,93.14985104,0.588997021,0.139937241,17.83332274,0
147.12,1,1,1,0,93.14786494,0.588957299,0.217251514,19,0
147.14,1,1,1,0,93.14587884,0.588917577,0.265858784,19,0
147.16,1,1,1,0,93.14389275,0.588877855,0.221236214,19,0
147.18,1,1,1,0,93.14190665,0.588838133,0.205395505,19.4333319,0
147.2,1,1,1,0,93.13992055,0.588798411,0.13377186,19.90000079,0
147.22,1,1,1,0,93.13793446,0.588758689,0.236758748,19.23333349,0
147.24,1,1,1,0,93.13594836,0.588718967,0.321992217,19,0
147.26,1,1,1,0,93.13396226,0.588679245,0.227106095,18.49999444,0
147.28,1,1,1,0,93.13197616,0.588639523,0.242355984,15.16665792,0
147.3,1,1,1,0,93.12999007,0.588599801,0.160465884,16.03125512,0
147.32,1,1,1,0,93.12800397,0.588560079,0.142113828,19,0
147.34,1,1,1,0,93.12601787,0.588520357,0.310361366,19,0
147.36,1,1,1,0,93.12403177,0.588480635,0.224956083,19,0
147.38,1,1,1,0,93.12204568,0.588440914,0.149381341,20.83865839,0
147.4,1,1,1,0,93.12005958,0.588401192,0.146665772,33.09676288,0
147.42,1,1,1,0,93.11807348,0.58836147,0.181417113,30.39998792,0
147.44,1,1,1,0,93.11608738,0.588321748,0.117827159,18.66666031,0
147.46,1,1,1,0,93.11410129,0.588282026,0.117954625,15.3333238,0
147.48,1,1,1,0,93.11211519,0.588242304,0.081533827,16.00001272,0
147.5,1,1,1,0,93.11012909,0.588202582,0.189925499,19,0
147.52,1,1,1,0,93.10814299,0.58816286,0.147270954,19,0
147.54,1,1,1,0,93.1061569,0.588123138,0.109789366,19,0
147.56,1,1,1,0,93.1041708,0.588083416,0.164513166,18.93333619,0
147.58,1,1,1,0,93.1021847,0.588043694,0.175687087,18.26666889,0
147.6,1,1,1,0,93.1001986,0.588003972,0.137693184,18.39999841,0
147.62,1,1,1,0,93.09820359,0.587964072,0.19380779,18.66667144,0
147.64,1,1,1,0,93.09620758,0.587924152,0.169513921,15.33333492,0
147.66,1,1,1,0,93.09421157,0.587884231,0.152304419,16.00000159,0
147.68,1,1,1,0,93.09221556,0.587844311,0.149942778,19,0
147.7,1,1,1,0,93.09021956,0.587804391,0.089713739,19,0
147.72,1,1,1,0,93.08822355,0.587764471,0.081496755,19,0
147.74,1,1,1,0,93.08622754,0.587724551,0.077290692,19,0
147.76,1,1,1,0,93.08423153,0.587684631,0.155761436,19,0
147.78,1,1,1,0,93.08223553,0.587644711,0.121440807,19,0
147.8,1,1,1,0,93.08023952,0.58760479,0.114275025,19,0
147.82,1,1,1,0,93.07824351,0.58756487,0.13490193,19,0
147.84,1,1,1,0,93.0762475,0.58752495,0.175241343,17.16666428,0
147.86,1,1,1,0,93.07425149,0.58748503,0.133358886,14.16667223,0
147.88,1,1,1,0,93.07225549,0.58744511,0.078783944,17.50000874,0
147.9,1,1,1,0,93.07025948,0.58740519,0.0927445,18.63333095,0
147.92,1,1,1,0,93.06826347,0.587365269,0.105854542,18.03333635,0
147.94,1,1,1,0,93.06626746,0.587325349,0.096827121,18.70000366,0
147.96,1,1,1,0,93.06427146,0.587285429,0.111833526,19,0
147.98,1,1,1,0,93.06227545,0.587245509,0.079946365,19,0
148,1,1,1,0,93.06027944,0.587205589,0.121734531,19,0
148.02,1,1,1,0,93.05828343,0.587165669,0.130217625,17.27586303,0
148.04,1,1,1,0,93.05628742,0.587125748,0.103357883,14.16128531,0
148.06,1,1,1,0,93.05429142,0.587085828,0.115164336,17.38710228,0
148.08,1,1,1,0,93.05229541,0.587045908,0.176011926,18.83333272,0
148.1,1,1,1,0,93.0502994,0.587005988,0.30285502,18.5000004,0
148.12,1,1,1,0,93.04830339,0.586966068,0.301969751,18.16666807,0
148.14,1,1,1,0,93.04630739,0.586926148,0.202610195,24.66659673,0
148.16,1,1,1,0,93.04431138,0.586886228,0.126995024,37.99994278,0
148.18,1,1,1,0,93.04231537,0.586846307,0.171574943,24.66671117,0
148.2,1,1,1,0,93.04031936,0.586806387,0.170628453,16.66667302,0
148.22,1,1,1,0,93.03832335,0.586766467,0.141670921,14.00000381,0
148.24,1,1,1,0,93.03632735,0.586726547,0.241866197,17.33333174,0
148.26,1,1,1,0,93.03433134,0.586686627,0.185020199,19,0
148.28,1,1,1,0,93.03233533,0.586646707,0.131593343,18.99999905,0
148.3,1,1,1,0,93.03033932,0.586606786,0.149108467,18.33333174,0
148.32,1,1,1,0,93.02834332,0.586566866,0.166964438,18.33333556,0
148.34,1,1,1,0,93.02634731,0.586526946,0.173019897,19,0
148.36,1,1,1,0,93.0243513,0.586487026,0.149985536,19,0
148.38,1,1,1,0,93.02235529,0.586447106,0.178456748,18.67741709,0
148.4,1,1,1,0,93.02035928,0.586407186,0.181448313,18.03225866,0
148.42,1,1,1,0,93.01836328,0.586367266,0.222338284,15.37931747,0
148.44,1,1,1,0,93.01636727,0.586327345,0.247580568,15.61289772,0
148.46,1,1,1,0,93.01437126,0.586287425,0.25659617,18.83871469,0
148.48,1,1,1,0,93.01237525,0.586247505,0.180789649,19,0
148.5,1,1,1,0,93.01037924,0.586207585,0.146845256,18.68965347,0
148.52,1,1,1,0,93.00838324,0.586167665,0.236105613,18.00000064,0
148.54,1,1,1,0,93.00638723,0.586127745,0.216612242,18.66666794,0
148.56,1,1,1,0,93.00439122,0.586087824,0.152552603,18.66666476,0
148.58,1,1,1,0,93.00239521,0.586047904,0.159637126,17.99998983,0
148.6,1,1,1,0,93.00039921,0.586007984,0.136494957,15.33332062,0
148.62,1,1,1,0,92.9967742,0.586032258,0.065184503,15.66667249,0
148.64,1,1,1,0,92.99274194,0.586072581,0.143244746,18.99998252,0
148.66,1,1,1,0,92.98870968,0.586112903,0.186576576,18.35483999,0
148.68,1,1,1,0,92.98467743,0.586153226,0.096015488,18.31034423,0
148.7,1,1,1,0,92.98064517,0.586193548,0.16392692,18.99999836,0
148.72,1,1,1,0,92.97661291,0.586233871,0.290602315,18.35483814,0
148.74,1,1,1,0,92.97258065,0.586274193,0.188202168,18.30000207,0
148.76,1,1,1,0,92.96854839,0.586314516,0.088570243,18.96666937,0
148.78,1,1,1,0,92.96451613,0.586354839,0.120436065,18.38709684,0
148.8,1,1,1,0,92.96048387,0.586395161,0.158940783,16.89656102,0
148.82,1,1,1,0,92.95645162,0.586435484,0.172498038,14.13794451,0
148.84,1,1,1,0,92.95241936,0.586475806,0.149665008,17.06451013,0
148.86,1,1,1,0,92.9483871,0.586516129,0.148918251,18.73333302,0
148.88,1,1,1,0,92.94435484,0.586556452,0.164117608,18.06666571,0
148.9,1,1,1,0,92.94032258,0.586596774,0.147892476,18.60000159,0
148.92,1,1,1,0,92.93629032,0.586637097,0.143504866,18.73333111,0
148.94,1,1,1,0,92.93225806,0.586677419,0.225455658,18.06666381,0
148.96,1,1,1,0,92.92822581,0.586717742,0.220263374,18.6000035,0
148.98,1,1,1,0,92.92419355,0.586758065,0.232259533,17.6666566,0
149,1,1,1,0,92.92016129,0.586798387,0.151383074,14.33334658,0
149.02,0.98,1,1,0,92.91612903,0.58683871,0.094492162,16.39998983,0
149.04,0.96,1,1,0,92.91209677,0.586879032,0.186386594,18.26666476,0
149.06,0.94,1,1,0,92.90806451,0.586919355,0.158983656,18.93333206,0
149.08,0.92,1,1,0,92.90403225,0.586959677,0.127266335,18.40000064,0
149.1,0.9,1,1,0,92.9,0.587,0.067643531,18.26666667,0
149.12,0.88,1,1,0,92.89596774,0.587040323,0.121581787,18.93333397,0
149.14,0.86,1,1,0,92.89193548,0.587080645,0.15639085,18.39999873,0
149.16,0.84,1,1,0,92.88790322,0.587120968,0.136427138,18,0
149.18,0.82,1,1,0,92.88387096,0.58716129,0.112806812,18,0
149.2,0.8,1,1,0,92.8798387,0.587201613,0.089524382,15.65516879,0
149.22,0.78,1,1,0,92.87580644,0.587241936,0.101929527,15.29033409,0
149.24,0.76,1,1,0,92.87177418,0.587282258,0.085374089,18.51612625,0
149.26,0.74,1,1,0,92.86774193,0.587322581,0.173163464,18.43333381,0
149.28,0.72,1,1,0,92.86370967,0.587362903,0.117228125,18,0
149.3,0.7,1,1,0,92.85967741,0.587403226,0.111495557,18,0
149.32,0.68,1,1,0,92.85564515,0.587443548,0.086658732,18,0
149.34,0.66,1,1,0,92.85161289,0.587483871,0.161323869,18.2333354,0
149.36,0.64,1,1,0,92.84758063,0.587524194,0.130514792,18.9000027,0
149.38,0.62,1,1,0,92.84354837,0.587564516,0.158784544,16.16664998,0
149.4,0.6,1,1,0,92.83951612,0.587604839,0.116960701,14.46667276,0
149.42,0.58,1,1,0,92.83548386,0.587645161,0.096368702,15.80000207,0
149.44,0.56,1,1,0,92.8314516,0.587685484,0.226529084,17.13333137,0
149.46,0.54,1,1,0,92.82741934,0.587725807,0.109465176,20.21664704,0
149.48,0.52,1,1,0,92.82338708,0.587766129,0.157812913,26.54998641,0
149.5,0.5,1,1,0,92.81935482,0.587806452,0.133619578,32.88332578,0
149.52,0.48,1,1,0,92.81532256,0.587846774,0.244540318,36.77419318,0
149.54,0.46,1,1,0,92.81129031,0.587887097,0.212847882,36.12902979,0
149.56,0.44,1,1,0,92.80725805,0.58792742,0.056149496,23.86201932,0
149.58,0.42,1,1,0,92.80322579,0.587967742,0.157376439,14.90322771,0
149.6,0.4,1,1,0,92.79960158,0.587996016,0.244380076,17.48386144,0
149.62,0.38,1,1,0,92.79760955,0.587976096,0.146848437,18.53333079,0
149.64,0.36,1,1,0,92.79561752,0.587956175,0.164403362,18.80000191,0
149.66,0.34,1,1,0,92.79362549,0.587936255,0.127132312,18.1333346,0
149.68,0.32,1,1,0,92.79163346,0.587916335,0.260279047,18,0
149.7,0.3,1,1,0,92.78964143,0.587896414,0.209704013,18,0
149.72,0.28,1,1,0,92.7876494,0.587876494,0.197182801,18,0
149.74,0.26,1,1,0,92.78565736,0.587856574,0.149702203,18.5333346,0
149.76,0.24,1,1,0,92.78366533,0.587836653,0.210713452,17.79998856,0
149.78,0.22,1,1,0,92.7816733,0.587816733,0.193523928,13.79998474,0
149.8,0.2,1,1,0,92.77968127,0.587796813,0.13598333,15.66668256,0
149.82,0.18,1,1,0,92.77768924,0.587776892,0.186624581,18.20000223,0
149.84,0.16,1,1,0,92.77569721,0.587756972,0.111862807,18.86666423,0
149.86,0.14,1,1,0,92.77370518,0.587737052,0.21275174,18.46666953,0
149.88,0.12,1,1,0,92.77171314,0.587717131,0.125405993,18,0
149.9,0.1,1,1,0,92.76972111,0.587697211,0.100608902,18,0
149.92,0.08,1,1,0,92.76772908,0.587677291,0.064858938,18,0
149.94,0.06,1,1,0,92.76573705,0.58765737,0.04508075,17.31033798,0
149.96,0.04,1,1,0,92.76374502,0.58763745,0.229329033,14.55172146,0
149.98,0.02,1,1,0,92.76175299,0.58761753,0.275412257,16.06452458,0
150,0,1,1,0,92.75976095,0.58759761,0.205766823,18,0
150.02,0.02,1,1,0.06,92.75776892,0.587577689,0.204016433,18,0
150.04,0.04,1,1,0.12,92.75577689,0.587557769,0.208112996,18,0
150.06,0.06,1,1,0.18,92.75378486,0.587537849,0.167968104,18.1666646,0
150.08,0.08,1,1,0.24,92.75179283,0.587517928,0.175502259,18.8333319,0
150.1,0.1,1,1,0.3,92.7498008,0.587498008,0.168729973,18.50000079,0
150.12,0.12,1,1,0.36,92.74780877,0.587478088,0.14574196,17.16666746,0
150.14,0.14,1,1,0.42,92.74581673,0.587458167,0.114730917,13.83333095,0
150.16,0.16,1,1,0.48,92.7438247,0.587438247,0.116315668,16.00000668,0
150.18,0.18,1,1,0.54,92.74183267,0.587418327,0.091722497,18.83333158,0
150.2,0.2,1,1,0.6,92.73984064,0.587398406,0.028231341,18.16666428,0
150.22,0.22,1,1,0.66,92.73784861,0.587378486,0.037896438,18,0
150.24,0.24,1,1,0.72,92.73585658,0.587358566,0.053053809,18,0
150.26,0.26,1,1,0.78,92.73386455,0.587338645,0.199051234,18,0
150.28,0.28,1,1,0.84,92.73187251,0.587318725,0.107176257,18,0
150.3,0.3,1,1,0.9,92.72988048,0.587298805,0.157310208,20.99995708,0
150.32,0.32,1,1,0.96,92.72788845,0.587278885,0.188005302,32.99996853,0
150.34,0.34,1,1,1.02,92.72589642,0.587258964,0.11466428,24.87096683,0
150.36,0.36,1,1,1.08,92.72390439,0.587239044,0.086100265,13.6666762,0
150.38,0.38,1,1,1.14,92.72191236,0.587219124,0.064682754,17.00001272,0
150.4,0.4,1,1,1.2,92.71992032,0.587199203,0.049656257,18,0
150.42,0.42,1,1,1.26,92.71792829,0.587179283,0.128830149,18,0
150.44,0.44,1,1,1.32,92.71593626,0.587159363,0.120825617,18,0
150.46,0.46,1,1,1.38,92.71394423,0.587139442,0.09477931,18,0
150.48,0.48,1,1,1.44,92.7119522,0.587119522,0.111606969,18,0
150.5,0.5,1,1,1.5,92.70996017,0.587099602,0.162084364,18,0
150.52,0.52,1,1,1.56,92.70796814,0.587079681,0.089211299,16.13333715,0
150.54,0.54,1,1,1.62,92.7059761,0.587059761,0.075570626,14.53333206,0
150.56,0.56,1,1,1.68,92.70398407,0.587039841,0.064449593,17.20000127,0
150.58,0.58,1,1,1.74,92.70199204,0.58701992,0.070352365,18,0
150.6,0.6,1,1,1.8,92.70000001,0.587,0.223317345,18,0
150.62,0.62,1,1,1.86,92.7,0.587,0.140426775,18,0
150.64,0.64,1,1,1.92,92.7,0.587,0.128788014,18,0
150.66,0.66,1,1,1.98,92.7,0.587,0.093564367,18,0
150.68,0.68,1,1,2.04,92.7,0.587,0.089752633,18,0
150.7,0.7,1,1,2.1,92.7,0.587,0.176547028,15.75863033,0
150.72,0.72,1,1,2.16,92.7,0.587,0.127182216,13.77418057,0
150.74,0.74,1,1,2.22,92.7,0.587,0.07600752,17.64516093,0
150.76,0.76,1,1,2.28,92.7,0.587,0.153084272,18.13333111,0
150.78,0.78,1,1,2.34,92.7,0.587,0.083527241,17.10000175,0
150.8,0.8,1,1,2.4,92.7,0.587,0.061862955,17.76666905,0
150.82,0.82,1,1,2.46,92.7,0.587,0.270862301,18,0
150.84,0.84,1,1,2.52,92.7,0.587,0.215588625,18,0
150.86,0.86,1,1,2.58,92.7,0.587,0.155653518,18,0
150.88,0.88,1,1,2.64,92.7,0.587,0.088577316,15.83334843,0
150.9,0.9,1,1,2.7,92.7,0.587,0.158626939,13.49998808,0
150.92,0.92,1,1,2.76,92.7,0.587,0.18195972,16.83332459,0
150.94,0.94,1,1,2.82,92.7,0.587,0.081021356,18,0
150.96,0.96,1,1,2.88,92.7,0.587,0.05791919,18,0
150.98,0.98,1,1,2.94,92.7,0.587,0.127513301,18,0
151,1,1,1,3,92.7,0.587,0.170404634,18,0
151.02,1,1,1,2.94,92.7,0.587,0.248946894,18,0
151.04,1,1,1,2.88,92.7,0.587,0.287292205,18,0
151.06,1,1,1,2.82,92.7,0.587,0.150529779,17.78333284,0
151.08,1,1,1,2.76,92.7,0.587,0.175237419,17.45000052,0
151.1,1,1,1,2.7,92.7,0.587,0.247567636,17.11666819,0
151.12,1,1,1,2.64,92.7,0.587,0.269648384,23.29028864,0
151.14,1,1,1,2.58,92.7,0.587,0.127762355,31.00000477,0
151.16,1,1,1,2.52,92.7,0.587,0.096177764,20.99999523,0
151.18,1,1,1,2.46,92.7,0.587,0.13149973,17.40000095,0
151.2,1,1,1,2.4,92.7,0.587,0.117296076,18,0
151.22,1,1,1,2.34,92.7,0.587,0.127470867,18,0
151.24,1,1,1,2.28,92.7,0.587,0.12990695,18,0
151.26,1,1,1,2.22,92.7,0.587,0.094610154,17.66665183,0
151.28,1,1,1,2.16,92.7,0.587,0.127078317,14.33334181,0
151.3,1,1,1,2.1,92.7,0.587,0.107771937,14.99998411,0
151.32,1,1,1,2.04,92.7,0.587,0.078710082,18,0
151.34,1,1,1,1.98,92.7,0.587,0.159096063,18,0
151.36,1,1,1,1.92,92.7,0.587,0.131590881,17.60000127,0
151.38,1,1,1,1.86,92.7,0.587,0.112320788,17.06666603,0
151.4,1,1,1,1.8,92.7,0.587,0.08166852,17.73333333,0
151.42,1,1,1,1.74,92.7,0.587,0.09919368,18,0
151.44,1,1,1,1.68,92.7,0.587,0.090478742,17.82756772,0
151.46,1,1,1,1.62,92.7,0.587,0.107990029,14.37929708,0
151.48,1,1,1,1.56,92.7,0.587,0.175010695,14.93548576,0
151.5,1,1,1,1.5,92.7,0.587,0.159073185,17.96666905,0
151.52,1,1,1,1.44,92.7,0.587,0.127347743,17.30000175,0
151.54,1,1,1,1.38,92.7,0.587,0.140881891,17.36666555,0
151.56,1,1,1,1.32,92.7,0.587,0.15008371,18,0
151.58,1,1,1,1.26,92.7,0.587,0.081210314,18,0
151.6,1,1,1,1.2,92.69880717,0.586982108,0.062853512,17.63333254,0
151.62,1,1,1,1.14,92.69483102,0.586922465,0.124201933,17.03333476,0
151.64,1,1,1,1.08,92.69085488,0.586862823,0.119467444,17.70000207,0
151.66,1,1,1,1.02,92.68687874,0.586803181,0.073971207,16.16665316,0
151.68,1,1,1,0.96,92.6829026,0.586743539,0.041596563,13.16668203,0
151.7,1,1,1,0.9,92.67892645,0.586683897,0.032554349,16.49999205,0
151.72,1,1,1,0.84,92.67495031,0.586624255,0.060858613,18,0
151.74,1,1,1,0.78,92.67097417,0.586564613,0.060614376,17.96666937,0
151.76,1,1,1,0.72,92.66699802,0.58650497,0.100049239,17.30000207,0
151.78,1,1,1,0.66,92.66302188,0.586445328,0.164343208,17.36666524,0
151.8,1,1,1,0.6,92.65904574,0.586385686,0.156303863,18,0
151.82,1,1,1,0.54,92.65506959,0.586326044,0.137328142,18,0
151.84,1,1,1,0.48,92.65109345,0.586266402,0.124360295,17.16666283,0
151.86,1,1,1,0.42,92.64711731,0.58620676,0.112751902,15.50000119,0
151.88,1,1,1,0.36,92.64314117,0.586147117,0.100516503,13.83333956,0
151.9,1,1,1,0.3,92.63916502,0.586087475,0.079526111,16.6666317,0
151.92,1,1,1,0.24,92.63518888,0.586027833,0.120909287,23.99997203,0
151.94,1,1,1,0.18,92.63121274,0.585968191,0.18149925,31.33331235,0
151.96,1,1,1,0.12,92.62723659,0.585908549,0.128390943,35,0
151.98,1,1,1,0.06,92.62326045,0.585848907,0.111393716,35,0
152,1,1,1,0,92.61928431,0.585789265,0.137553227,23.66666667,0
152.02,1,1,1,0,92.61530817,0.585729622,0.182628554,16.33333015,0
152.04,1,1,1,0,92.61133202,0.58566998,0.229555267,13.00000509,0
152.06,1,1,1,0,92.60735588,0.585610338,0.106329513,15.6666743,0
152.08,1,1,1,0,92.60337974,0.585550696,0.053703025,17.33333588,0
152.1,1,1,1,0,92.59940359,0.585491054,0.122446248,18,0
152.12,1,1,1,0,92.59542745,0.585431412,0.197196257,18,0
152.14,1,1,1,0,92.59145131,0.58537177,0.210742442,17.33334033,0
152.16,1,1,1,0,92.58747516,0.585312127,0.139321573,16.00000572,0
152.18,1,1,1,0,92.58349902,0.585252485,0.073309625,17.29032125,0
152.2,1,1,1,0,92.57952288,0.585192843,0.110751817,17.69999921,0
152.22,1,1,1,0,92.57554674,0.585133201,0.242153467,17.0333319,0
152.24,1,1,1,0,92.57157059,0.585073559,0.306156595,14.4666584,0
152.26,1,1,1,0,92.56759445,0.585013917,0.20950819,14.50001351,0
152.28,1,1,1,0,92.56361831,0.584954275,0.095598973,17.83335002,0
152.3,1,1,1,0,92.55964216,0.584894632,0.059050299,17.36666773,0
152.32,1,1,1,0,92.55566602,0.58483499,0.179107594,17.29999666,0
152.34,1,1,1,0,92.55168988,0.584775348,0.272379101,17.96666396,0
152.36,1,1,1,0,92.54771373,0.584715706,0.12311373,17.36666873,0
152.38,1,1,1,0,92.54373759,0.584656064,0.106540704,17,0
152.4,1,1,1,0,92.53976145,0.584596422,0.107174112,17,0
152.42,1,1,1,0,92.53578531,0.58453678,0.104111134,15.10000048,0
152.44,1,1,1,0,92.53180916,0.584477137,0.150045639,14.90000143,0
152.46,1,1,1,0,92.52783302,0.584417495,0.253942534,16.90000334,0
152.48,1,1,1,0,92.52385688,0.584357853,0.273347587,17.63333508,0
152.5,1,1,1,0,92.51988073,0.584298211,0.224591729,17.69999762,0
152.52,1,1,1,0,92.51590459,0.584238569,0.183423687,17.03333031,0
152.54,1,1,1,0,92.51192845,0.584178927,0.171999791,17.63333196,0
152.56,1,1,1,0,92.5079523,0.584119285,0.22110082,17.70968029,0
152.58,1,1,1,0,92.50397616,0.584059642,0.225011436,17.06451689,0
152.6,1,1,1,0,92.50000002,0.584,0.154181969,14.6,0
152.62,1,1,1,0,92.50398404,0.584318724,0.171158342,13.5333346,0
152.64,1,1,1,0,92.50796811,0.584637449,0.156860566,14.86666921,0
152.66,1,1,1,0,92.51195217,0.584956174,0.23442392,16.20000381,0
